,Date,Open,High,Low,Close,Adj Close,Volume,Ticker
AAPL,2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,79.67145538330078,113730400,AAPL
AAPL,2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.1041030883789,94747600,AAPL
AAPL,2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,79.12359619140625,80113600,AAPL
AAPL,2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,77.67479705810547,152531200,AAPL
AAPL,2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,78.79974365234375,93984000,AAPL
AAPL,2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,77.9913330078125,100566000,AAPL
AAPL,2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,76.22599029541016,129554000,AAPL
AAPL,2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,72.60523223876953,222195200,AAPL
AAPL,2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,70.14592742919922,230673600,AAPL
AAPL,2020-02-26,71.63249969482422,74.47000122070312,71.625,73.1624984741211,71.25872039794922,198054800,AAPL
AAPL,2020-02-27,70.2750015258789,71.5,68.23999786376953,68.37999725341797,66.60063934326172,320605600,AAPL
AAPL,2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,66.56168365478516,426510000,AAPL
AAPL,2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,72.75863647460938,341397200,AAPL
AAPL,2020-03-03,75.9175033569336,76.0,71.44999694824219,72.33000183105469,70.44786834716797,319475600,AAPL
AAPL,2020-03-04,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,73.715576171875,219178400,AAPL
AAPL,2020-03-05,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,71.32445526123047,187572800,AAPL
AAPL,2020-03-06,70.5,72.70500183105469,70.30750274658203,72.25749969482422,70.37725067138672,226176800,AAPL
AAPL,2020-03-09,65.9375,69.52249908447266,65.75,66.5425033569336,64.81097412109375,286744800,AAPL
AAPL,2020-03-10,69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,69.47877502441406,285290000,AAPL
AAPL,2020-03-11,69.34750366210938,70.30500030517578,67.96499633789062,68.85749816894531,67.06574249267578,255598800,AAPL
AAPL,2020-03-12,63.98500061035156,67.5,62.0,62.057498931884766,60.44267272949219,418474000,AAPL
AAPL,2020-03-13,66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,67.68421173095703,370732000,AAPL
AAPL,2020-03-16,60.48749923706055,64.7699966430664,60.0,60.5525016784668,58.97684097290039,322423600,AAPL
AAPL,2020-03-17,61.877498626708984,64.40249633789062,59.599998474121094,63.21500015258789,61.57006072998047,324056000,AAPL
AAPL,2020-03-18,59.942501068115234,62.5,59.279998779296875,61.66749954223633,60.06283187866211,300233600,AAPL
AAPL,2020-03-19,61.84749984741211,63.209999084472656,60.65250015258789,61.19499969482422,59.60261535644531,271857200,AAPL
AAPL,2020-03-20,61.79499816894531,62.95750045776367,57.0,57.310001373291016,55.818721771240234,401693200,AAPL
AAPL,2020-03-23,57.02000045776367,57.125,53.15250015258789,56.092498779296875,54.63288497924805,336752800,AAPL
AAPL,2020-03-24,59.09000015258789,61.92250061035156,58.57500076293945,61.720001220703125,60.11396026611328,287531200,AAPL
AAPL,2020-03-25,62.6875,64.5625,61.07500076293945,61.380001068115234,59.78281021118164,303602000,AAPL
AAPL,2020-03-26,61.630001068115234,64.66999816894531,61.59000015258789,64.61000061035156,62.92876434326172,252087200,AAPL
AAPL,2020-03-27,63.1875,63.967498779296875,61.76250076293945,61.935001373291016,60.323368072509766,204216800,AAPL
AAPL,2020-03-30,62.685001373291016,63.880001068115234,62.349998474121094,63.70249938964844,62.04487228393555,167976400,AAPL
AAPL,2020-03-31,63.900001525878906,65.62249755859375,63.0,63.5724983215332,61.91824722290039,197002000,AAPL
AAPL,2020-04-01,61.625,62.18000030517578,59.782501220703125,60.227500915527344,58.66029739379883,176218400,AAPL
AAPL,2020-04-02,60.084999084472656,61.287498474121094,59.224998474121094,61.23249816894531,59.63914489746094,165934000,AAPL
AAPL,2020-04-03,60.70000076293945,61.42499923706055,59.74250030517578,60.352500915527344,58.782047271728516,129880000,AAPL
AAPL,2020-04-06,62.724998474121094,65.77749633789062,62.345001220703125,65.61750030517578,63.9100227355957,201820400,AAPL
AAPL,2020-04-07,67.69999694824219,67.92500305175781,64.75,64.85749816894531,63.16981887817383,202887200,AAPL
AAPL,2020-04-08,65.68499755859375,66.84249877929688,65.30750274658203,66.51750183105469,64.78662872314453,168895200,AAPL
AAPL,2020-04-09,67.17500305175781,67.51750183105469,66.17500305175781,66.99749755859375,65.2541275024414,161834800,AAPL
AAPL,2020-04-13,67.07749938964844,68.42500305175781,66.4574966430664,68.3125,66.53490447998047,131022800,AAPL
AAPL,2020-04-14,70.0,72.0625,69.51249694824219,71.76249694824219,69.89513397216797,194994800,AAPL
AAPL,2020-04-15,70.5999984741211,71.5824966430664,70.15750122070312,71.10749816894531,69.25717163085938,131154400,AAPL
AAPL,2020-04-16,71.84500122070312,72.05000305175781,70.5875015258789,71.67250061035156,69.8074722290039,157125200,AAPL
AAPL,2020-04-17,71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,68.86029815673828,215250000,AAPL
AAPL,2020-04-20,69.48750305175781,70.41999816894531,69.2125015258789,69.23249816894531,67.43096923828125,130015200,AAPL
AAPL,2020-04-21,69.06999969482422,69.3125,66.35749816894531,67.09249877929688,65.34666442871094,180991600,AAPL
AAPL,2020-04-22,68.40249633789062,69.4749984741211,68.05000305175781,69.0250015258789,67.2288818359375,116862400,AAPL
AAPL,2020-04-23,68.96749877929688,70.4375,68.71749877929688,68.75749969482422,66.96833801269531,124814400,AAPL
AAPL,2020-04-24,69.30000305175781,70.75250244140625,69.25,70.74250030517578,68.90167999267578,126161200,AAPL
AAPL,2020-04-27,70.44999694824219,71.13500213623047,69.98750305175781,70.7925033569336,68.95037841796875,117087600,AAPL
AAPL,2020-04-28,71.2699966430664,71.4574966430664,69.55000305175781,69.6449966430664,67.8327407836914,112004800,AAPL
AAPL,2020-04-29,71.18250274658203,72.4175033569336,70.97250366210938,71.93250274658203,70.06071472167969,137280800,AAPL
AAPL,2020-04-30,72.48999786376953,73.63249969482422,72.0875015258789,73.44999694824219,71.53873443603516,183064000,AAPL
AAPL,2020-05-01,71.5625,74.75,71.4625015258789,72.26750183105469,70.3869857788086,240616800,AAPL
AAPL,2020-05-04,72.2925033569336,73.42250061035156,71.58000183105469,73.29000091552734,71.38288879394531,133568000,AAPL
AAPL,2020-05-05,73.76499938964844,75.25,73.61499786376953,74.38999938964844,72.45427703857422,147751200,AAPL
AAPL,2020-05-06,75.11499786376953,75.80999755859375,74.71749877929688,75.15750122070312,73.2018051147461,142333600,AAPL
AAPL,2020-05-07,75.80500030517578,76.2925033569336,75.49250030517578,75.93499755859375,73.95905303955078,115215200,AAPL
AAPL,2020-05-08,76.41000366210938,77.5875015258789,76.07250213623047,77.53250122070312,75.71940612792969,133838400,AAPL
AAPL,2020-05-11,77.0250015258789,79.26249694824219,76.80999755859375,78.75250244140625,76.91089630126953,145946400,AAPL
AAPL,2020-05-12,79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,76.03192138671875,162301200,AAPL
AAPL,2020-05-13,78.0374984741211,78.98750305175781,75.80249786376953,76.9124984741211,75.11390686035156,200622400,AAPL
AAPL,2020-05-14,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,75.57536315917969,158929200,AAPL
AAPL,2020-05-15,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,75.12854766845703,166348400,AAPL
AAPL,2020-05-18,78.2925033569336,79.125,77.58000183105469,78.73999786376953,76.898681640625,135178400,AAPL
AAPL,2020-05-19,78.75749969482422,79.62999725341797,78.25250244140625,78.28500366210938,76.45431518554688,101729600,AAPL
AAPL,2020-05-20,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,77.94120788574219,111504800,AAPL
AAPL,2020-05-21,79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,77.36012268066406,102688800,AAPL
AAPL,2020-05-22,78.94249725341797,79.80750274658203,78.8375015258789,79.72250366210938,77.85821533203125,81803200,AAPL
AAPL,2020-05-26,80.875,81.05999755859375,79.125,79.18250274658203,77.3308334350586,125522000,AAPL
AAPL,2020-05-27,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,77.66775512695312,112945200,AAPL
AAPL,2020-05-28,79.19249725341797,80.86000061035156,78.90750122070312,79.5625,77.70193481445312,133560800,AAPL
AAPL,2020-05-29,79.8125,80.2874984741211,79.11750030517578,79.48500061035156,77.62626647949219,153532400,AAPL
AAPL,2020-06-01,79.4375,80.5875015258789,79.30249786376953,80.4625015258789,78.5809097290039,80791200,AAPL
AAPL,2020-06-02,80.1875,80.86000061035156,79.73249816894531,80.83499908447266,78.94469451904297,87642800,AAPL
AAPL,2020-06-03,81.16500091552734,81.55000305175781,80.57499694824219,81.27999877929688,79.37928009033203,104491200,AAPL
AAPL,2020-06-04,81.09750366210938,81.40499877929688,80.19499969482422,80.58000183105469,78.6956558227539,87560400,AAPL
AAPL,2020-06-05,80.8375015258789,82.9375,80.80750274658203,82.875,80.93697357177734,137250400,AAPL
AAPL,2020-06-08,82.5625,83.4000015258789,81.83000183105469,83.36499786376953,81.41552734375,95654400,AAPL
AAPL,2020-06-09,83.03500366210938,86.40249633789062,83.00250244140625,85.99749755859375,83.9864501953125,147712400,AAPL
AAPL,2020-06-10,86.9749984741211,88.69249725341797,86.52249908447266,88.20999908447266,86.147216796875,166651600,AAPL
AAPL,2020-06-11,87.32749938964844,87.76499938964844,83.87000274658203,83.9749984741211,82.01124572753906,201662400,AAPL
AAPL,2020-06-12,86.18000030517578,86.94999694824219,83.55500030517578,84.69999694824219,82.71929168701172,200146000,AAPL
AAPL,2020-06-15,83.3125,86.41999816894531,83.1449966430664,85.74749755859375,83.74232482910156,138808800,AAPL
AAPL,2020-06-16,87.86499786376953,88.30000305175781,86.18000030517578,88.0199966430664,85.96166229248047,165428800,AAPL
AAPL,2020-06-17,88.7874984741211,88.8499984741211,87.77249908447266,87.89749908447266,85.84202575683594,114406400,AAPL
AAPL,2020-06-18,87.85250091552734,88.36250305175781,87.30500030517578,87.93250274658203,85.87621307373047,96820400,AAPL
AAPL,2020-06-19,88.66000366210938,89.13999938964844,86.2874984741211,87.43000030517578,85.3854751586914,264476000,AAPL
AAPL,2020-06-22,87.83499908447266,89.86499786376953,87.7874984741211,89.71749877929688,87.61946868896484,135445200,AAPL
AAPL,2020-06-23,91.0,93.09500122070312,90.56749725341797,91.63249969482422,89.48968505859375,212155600,AAPL
AAPL,2020-06-24,91.25,92.19750213623047,89.62999725341797,90.01499938964844,87.91001892089844,192623200,AAPL
AAPL,2020-06-25,90.17500305175781,91.25,89.39250183105469,91.20999908447266,89.07705688476562,137522400,AAPL
AAPL,2020-06-26,91.10250091552734,91.33000183105469,88.25499725341797,88.40750122070312,86.34009552001953,205256800,AAPL
AAPL,2020-06-29,88.3125,90.5425033569336,87.81999969482422,90.44499969482422,88.3299560546875,130646000,AAPL
AAPL,2020-06-30,90.0199966430664,91.49500274658203,90.0,91.19999694824219,89.06729125976562,140223200,AAPL
AAPL,2020-07-01,91.27999877929688,91.83999633789062,90.97750091552734,91.02749633789062,88.89884185791016,110737200,AAPL
AAPL,2020-07-02,91.9625015258789,92.61750030517578,90.91000366210938,91.02749633789062,88.89884185791016,114041600,AAPL
AAPL,2020-07-06,92.5,93.94499969482422,92.46749877929688,93.4625015258789,91.27690124511719,118655600,AAPL
AAPL,2020-07-07,93.85250091552734,94.65499877929688,93.05750274658203,93.17250061035156,90.9936752319336,112424400,AAPL
AAPL,2020-07-08,94.18000030517578,95.375,94.08999633789062,95.34249877929688,93.11293029785156,117092000,AAPL
AAPL,2020-07-09,96.26249694824219,96.31749725341797,94.67250061035156,95.75250244140625,93.51334381103516,125642800,AAPL
AAPL,2020-07-10,95.33499908447266,95.9800033569336,94.70500183105469,95.91999816894531,93.67691040039062,90257200,AAPL
AAPL,2020-07-13,97.26499938964844,99.95500183105469,95.25749969482422,95.47750091552734,93.2447738647461,191649200,AAPL
AAPL,2020-07-14,94.83999633789062,97.25499725341797,93.87750244140625,97.05750274658203,94.78783416748047,170989200,AAPL
AAPL,2020-07-15,98.98999786376953,99.24749755859375,96.48999786376953,97.7249984741211,95.43971252441406,153198000,AAPL
AAPL,2020-07-16,96.5625,97.40499877929688,95.90499877929688,96.52249908447266,94.26533508300781,110577600,AAPL
AAPL,2020-07-17,96.98750305175781,97.14749908447266,95.83999633789062,96.32749938964844,94.07489776611328,92186800,AAPL
AAPL,2020-07-20,96.4175033569336,98.5,96.0625,98.35749816894531,96.05743408203125,90318000,AAPL
AAPL,2020-07-21,99.17250061035156,99.25,96.74250030517578,97.0,94.7316665649414,103433200,AAPL
AAPL,2020-07-22,96.69249725341797,97.9749984741211,96.60250091552734,97.27249908447266,94.99779510498047,89001600,AAPL
AAPL,2020-07-23,96.99749755859375,97.07749938964844,92.01000213623047,92.84500122070312,90.6738510131836,197004400,AAPL
AAPL,2020-07-24,90.98750305175781,92.97000122070312,89.1449966430664,92.61499786376953,90.44921112060547,185438800,AAPL
AAPL,2020-07-27,93.70999908447266,94.90499877929688,93.4800033569336,94.80999755859375,92.59288024902344,121214000,AAPL
AAPL,2020-07-28,94.36750030517578,94.55000305175781,93.24749755859375,93.25250244140625,91.07179260253906,103625600,AAPL
AAPL,2020-07-29,93.75,95.2300033569336,93.7125015258789,95.04000091552734,92.8175048828125,90329200,AAPL
AAPL,2020-07-30,94.1875,96.29750061035156,93.76750183105469,96.19000244140625,93.94062042236328,158130000,AAPL
AAPL,2020-07-31,102.88500213623047,106.41500091552734,100.82499694824219,106.26000213623047,103.7751235961914,374336800,AAPL
AAPL,2020-08-03,108.19999694824219,111.63749694824219,107.89250183105469,108.9375,106.38999938964844,308151200,AAPL
AAPL,2020-08-04,109.13249969482422,110.79000091552734,108.38749694824219,109.66500091552734,107.1004867553711,173071600,AAPL
AAPL,2020-08-05,109.37750244140625,110.39250183105469,108.89749908447266,110.0625,107.48869323730469,121776800,AAPL
AAPL,2020-08-06,110.40499877929688,114.4124984741211,109.79750061035156,113.90249633789062,111.23890686035156,202428800,AAPL
AAPL,2020-08-07,113.20500183105469,113.67500305175781,110.2925033569336,111.11250305175781,108.70979309082031,198045600,AAPL
AAPL,2020-08-10,112.5999984741211,113.7750015258789,110.0,112.72750091552734,110.28987884521484,212403600,AAPL
AAPL,2020-08-11,111.97000122070312,112.48249816894531,109.10749816894531,109.375,107.0098648071289,187902400,AAPL
AAPL,2020-08-12,110.49749755859375,113.2750015258789,110.29750061035156,113.01000213623047,110.56627655029297,165598000,AAPL
AAPL,2020-08-13,114.43000030517578,116.0425033569336,113.92749786376953,115.01000213623047,112.52301788330078,210082000,AAPL
AAPL,2020-08-14,114.83000183105469,115.0,113.04499816894531,114.90750122070312,112.4227294921875,165565200,AAPL
AAPL,2020-08-17,116.0625,116.0875015258789,113.9625015258789,114.60749816894531,112.12921905517578,119561600,AAPL
AAPL,2020-08-18,114.35250091552734,116.0,114.00749969482422,115.5625,113.06356048583984,105633600,AAPL
AAPL,2020-08-19,115.98249816894531,117.1624984741211,115.61000061035156,115.7074966430664,113.20542907714844,145538000,AAPL
AAPL,2020-08-20,115.75,118.39250183105469,115.73249816894531,118.2750015258789,115.71743774414062,126907200,AAPL
AAPL,2020-08-21,119.26249694824219,124.86750030517578,119.25,124.37000274658203,121.68061828613281,338054800,AAPL
AAPL,2020-08-24,128.69749450683594,128.78500366210938,123.9375,125.85749816894531,123.13595581054688,345937600,AAPL
AAPL,2020-08-25,124.69750213623047,125.18000030517578,123.05249786376953,124.82499694824219,122.12577819824219,211495600,AAPL
AAPL,2020-08-26,126.18000030517578,126.99250030517578,125.0824966430664,126.52249908447266,123.78659057617188,163022400,AAPL
AAPL,2020-08-27,127.14250183105469,127.48500061035156,123.8324966430664,125.01000213623047,122.30679321289062,155552400,AAPL
AAPL,2020-08-28,126.01249694824219,126.44249725341797,124.57749938964844,124.80750274658203,122.10868072509766,187630000,AAPL
AAPL,2020-08-31,127.58000183105469,131.0,126.0,129.0399932861328,126.24962615966797,225702700,AAPL
AAPL,2020-09-01,132.75999450683594,134.8000030517578,130.52999877929688,134.17999267578125,131.2784881591797,151948100,AAPL
AAPL,2020-09-02,137.58999633789062,137.97999572753906,127.0,131.39999389648438,128.55862426757812,200119000,AAPL
AAPL,2020-09-03,126.91000366210938,128.83999633789062,120.5,120.87999725341797,118.26609802246094,257599600,AAPL
AAPL,2020-09-04,120.06999969482422,123.69999694824219,110.88999938964844,120.95999908447266,118.3443603515625,332607200,AAPL
AAPL,2020-09-08,113.94999694824219,118.98999786376953,112.68000030517578,112.81999969482422,110.38036346435547,231366600,AAPL
AAPL,2020-09-09,117.26000213623047,119.13999938964844,115.26000213623047,117.31999969482422,114.78307342529297,176940500,AAPL
AAPL,2020-09-10,120.36000061035156,120.5,112.5,113.48999786376953,111.03588104248047,182274400,AAPL
AAPL,2020-09-11,114.56999969482422,115.2300033569336,110.0,112.0,109.57811737060547,180860300,AAPL
AAPL,2020-09-14,114.72000122070312,115.93000030517578,112.80000305175781,115.36000061035156,112.86544799804688,140150100,AAPL
AAPL,2020-09-15,118.33000183105469,118.83000183105469,113.61000061035156,115.54000091552734,113.04154968261719,184642000,AAPL
AAPL,2020-09-16,115.2300033569336,116.0,112.04000091552734,112.12999725341797,109.70529174804688,154679000,AAPL
AAPL,2020-09-17,109.72000122070312,112.19999694824219,108.70999908447266,110.33999633789062,107.9540023803711,178011000,AAPL
AAPL,2020-09-18,110.4000015258789,110.87999725341797,106.08999633789062,106.83999633789062,104.5296859741211,287104900,AAPL
AAPL,2020-09-21,104.54000091552734,110.19000244140625,103.0999984741211,110.08000183105469,107.69963073730469,195713800,AAPL
AAPL,2020-09-22,112.68000030517578,112.86000061035156,109.16000366210938,111.80999755859375,109.39221954345703,183055400,AAPL
AAPL,2020-09-23,111.62000274658203,112.11000061035156,106.7699966430664,107.12000274658203,104.80362701416016,150718700,AAPL
AAPL,2020-09-24,105.16999816894531,110.25,105.0,108.22000122070312,105.87982940673828,167743300,AAPL
AAPL,2020-09-25,108.43000030517578,112.44000244140625,107.66999816894531,112.27999877929688,109.85204315185547,149981400,AAPL
AAPL,2020-09-28,115.01000213623047,115.31999969482422,112.77999877929688,114.95999908447266,112.47409057617188,137672400,AAPL
AAPL,2020-09-29,114.55000305175781,115.30999755859375,113.56999969482422,114.08999633789062,111.62290954589844,99382200,AAPL
AAPL,2020-09-30,113.79000091552734,117.26000213623047,113.62000274658203,115.80999755859375,113.30571746826172,142675200,AAPL
AAPL,2020-10-01,117.63999938964844,117.72000122070312,115.83000183105469,116.79000091552734,114.2645263671875,116120400,AAPL
AAPL,2020-10-02,112.88999938964844,115.37000274658203,112.22000122070312,113.0199966430664,110.5760498046875,144712000,AAPL
AAPL,2020-10-05,113.91000366210938,116.6500015258789,113.55000305175781,116.5,113.98079681396484,106243800,AAPL
AAPL,2020-10-06,115.69999694824219,116.12000274658203,112.25,113.16000366210938,110.71302032470703,161498200,AAPL
AAPL,2020-10-07,114.62000274658203,115.55000305175781,114.12999725341797,115.08000183105469,112.59149169921875,96849000,AAPL
AAPL,2020-10-08,116.25,116.4000015258789,114.58999633789062,114.97000122070312,112.48387908935547,83477200,AAPL
AAPL,2020-10-09,115.27999877929688,117.0,114.91999816894531,116.97000122070312,114.44062805175781,100506900,AAPL
AAPL,2020-10-12,120.05999755859375,125.18000030517578,119.27999877929688,124.4000015258789,121.70996856689453,240226800,AAPL
AAPL,2020-10-13,125.2699966430664,125.38999938964844,119.6500015258789,121.0999984741211,118.4813461303711,262330500,AAPL
AAPL,2020-10-14,121.0,123.02999877929688,119.62000274658203,121.19000244140625,118.56939697265625,150712000,AAPL
AAPL,2020-10-15,118.72000122070312,121.19999694824219,118.1500015258789,120.70999908447266,118.0997543334961,112559200,AAPL
AAPL,2020-10-16,121.27999877929688,121.55000305175781,118.80999755859375,119.0199966430664,116.44630432128906,115393800,AAPL
AAPL,2020-10-19,119.95999908447266,120.41999816894531,115.66000366210938,115.9800033569336,113.47205352783203,120639300,AAPL
AAPL,2020-10-20,116.19999694824219,118.9800033569336,115.62999725341797,117.51000213623047,114.96896362304688,124423700,AAPL
AAPL,2020-10-21,116.66999816894531,118.70999908447266,116.44999694824219,116.87000274658203,114.34280395507812,89946000,AAPL
AAPL,2020-10-22,117.44999694824219,118.04000091552734,114.58999633789062,115.75,113.24703216552734,101988000,AAPL
AAPL,2020-10-23,116.38999938964844,116.55000305175781,114.27999877929688,115.04000091552734,112.55237579345703,82572600,AAPL
AAPL,2020-10-26,114.01000213623047,116.55000305175781,112.87999725341797,115.05000305175781,112.56217193603516,111850700,AAPL
AAPL,2020-10-27,115.48999786376953,117.27999877929688,114.54000091552734,116.5999984741211,114.0786361694336,92276800,AAPL
AAPL,2020-10-28,115.05000305175781,115.43000030517578,111.0999984741211,111.19999694824219,108.79541015625,143937800,AAPL
AAPL,2020-10-29,112.37000274658203,116.93000030517578,112.19999694824219,115.31999969482422,112.8263168334961,146129200,AAPL
AAPL,2020-10-30,111.05999755859375,111.98999786376953,107.72000122070312,108.86000061035156,106.50601959228516,190272600,AAPL
AAPL,2020-11-02,109.11000061035156,110.68000030517578,107.31999969482422,108.7699966430664,106.41797637939453,122866900,AAPL
AAPL,2020-11-03,109.66000366210938,111.48999786376953,108.7300033569336,110.44000244140625,108.05183410644531,107624400,AAPL
AAPL,2020-11-04,114.13999938964844,115.58999633789062,112.3499984741211,114.94999694824219,112.46432495117188,138235500,AAPL
AAPL,2020-11-05,117.94999694824219,119.62000274658203,116.87000274658203,119.02999877929688,116.45609283447266,126387100,AAPL
AAPL,2020-11-06,118.31999969482422,119.19999694824219,116.12999725341797,118.69000244140625,116.32379150390625,114457900,AAPL
AAPL,2020-11-09,120.5,121.98999786376953,116.05000305175781,116.31999969482422,114.00103759765625,154515300,AAPL
AAPL,2020-11-10,115.55000305175781,117.58999633789062,114.12999725341797,115.97000122070312,113.65801239013672,138023400,AAPL
AAPL,2020-11-11,117.19000244140625,119.62999725341797,116.44000244140625,119.48999786376953,117.10783386230469,112295000,AAPL
AAPL,2020-11-12,119.62000274658203,120.52999877929688,118.56999969482422,119.20999908447266,116.83340454101562,103162300,AAPL
AAPL,2020-11-13,119.44000244140625,119.66999816894531,117.87000274658203,119.26000213623047,116.88243103027344,81581900,AAPL
AAPL,2020-11-16,118.91999816894531,120.98999786376953,118.1500015258789,120.30000305175781,117.90170288085938,91183000,AAPL
AAPL,2020-11-17,119.55000305175781,120.66999816894531,118.95999908447266,119.38999938964844,117.00982666015625,74271000,AAPL
AAPL,2020-11-18,118.61000061035156,119.81999969482422,118.0,118.02999877929688,115.67694091796875,76322100,AAPL
AAPL,2020-11-19,117.58999633789062,119.05999755859375,116.80999755859375,118.63999938964844,116.27478790283203,74113000,AAPL
AAPL,2020-11-20,118.63999938964844,118.7699966430664,117.29000091552734,117.33999633789062,115.00070190429688,73604300,AAPL
AAPL,2020-11-23,117.18000030517578,117.62000274658203,113.75,113.8499984741211,111.58027648925781,127959300,AAPL
AAPL,2020-11-24,113.91000366210938,115.8499984741211,112.58999633789062,115.16999816894531,112.87395477294922,113874200,AAPL
AAPL,2020-11-25,115.55000305175781,116.75,115.16999816894531,116.02999877929688,113.71681213378906,76499200,AAPL
AAPL,2020-11-27,116.56999969482422,117.48999786376953,116.22000122070312,116.58999633789062,114.2656478881836,46691300,AAPL
AAPL,2020-11-30,116.97000122070312,120.97000122070312,116.80999755859375,119.05000305175781,116.67662048339844,169410200,AAPL
AAPL,2020-12-01,121.01000213623047,123.47000122070312,120.01000213623047,122.72000122070312,120.27345275878906,127728200,AAPL
AAPL,2020-12-02,122.0199966430664,123.37000274658203,120.88999938964844,123.08000183105469,120.62626647949219,89004200,AAPL
AAPL,2020-12-03,123.5199966430664,123.77999877929688,122.20999908447266,122.94000244140625,120.48907470703125,78967600,AAPL
